GameDuration,BlueTeamWin,BlueTeamTowersTaken,BlueTeamInhibitorsTaken,BlueTeamDragonsTaken,BlueTeamGrubsTaken,BlueTeamRiftheraldTaken,BlueTeamBaronTaken,BluePlayer1Role,BluePlayer1ChampionId,BluePlayer1GoldSpent,BluePlayer1Level,BluePlayer1Kills,BluePlayer1Deaths,BluePlayer1Assists,BluePlayer1CreepScore,BluePlayer1WardScore,BluePlayer2Role,BluePlayer2ChampionId,BluePlayer2GoldSpent,BluePlayer2Level,BluePlayer2Kills,BluePlayer2Deaths,BluePlayer2Assists,BluePlayer2CreepScore,BluePlayer2WardScore,BluePlayer3Role,BluePlayer3ChampionId,BluePlayer3GoldSpent,BluePlayer3Level,BluePlayer3Kills,BluePlayer3Deaths,BluePlayer3Assists,BluePlayer3CreepScore,BluePlayer3WardScore,BluePlayer4Role,BluePlayer4ChampionId,BluePlayer4GoldSpent,BluePlayer4Level,BluePlayer4Kills,BluePlayer4Deaths,BluePlayer4Assists,BluePlayer4CreepScore,BluePlayer4WardScore,BluePlayer5Role,BluePlayer5ChampionId,BluePlayer5GoldSpent,BluePlayer5Level,BluePlayer5Kills,BluePlayer5Deaths,BluePlayer5Assists,BluePlayer5CreepScore,BluePlayer5WardScore,RedTeamTowersTaken,RedTeamInhibitorsTaken,RedTeamDragonsTaken,RedTeamGrubsTaken,RedTeamRiftheraldTaken,RedTeamBaronTaken,RedPlayer1Role,RedPlayer1ChampionId,RedPlayer1GoldSpent,RedPlayer1Level,RedPlayer1Kills,RedPlayer1Deaths,RedPlayer1Assists,RedPlayer1CreepScore,RedPlayer1WardScore,RedPlayer2Role,RedPlayer2ChampionId,RedPlayer2GoldSpent,RedPlayer2Level,RedPlayer2Kills,RedPlayer2Deaths,RedPlayer2Assists,RedPlayer2CreepScore,RedPlayer2WardScore,RedPlayer3Role,RedPlayer3ChampionId,RedPlayer3GoldSpent,RedPlayer3Level,RedPlayer3Kills,RedPlayer3Deaths,RedPlayer3Assists,RedPlayer3CreepScore,RedPlayer3WardScore,RedPlayer4Role,RedPlayer4ChampionId,RedPlayer4GoldSpent,RedPlayer4Level,RedPlayer4Kills,RedPlayer4Deaths,RedPlayer4Assists,RedPlayer4CreepScore,RedPlayer4WardScore,RedPlayer5Role,RedPlayer5ChampionId,RedPlayer5GoldSpent,RedPlayer5Level,RedPlayer5Kills,RedPlayer5Deaths,RedPlayer5Assists,RedPlayer5CreepScore,RedPlayer5WardScore
1793,0,3,0,2,3,1,0,TOP,223,10725,16,3,4,0,243,31,JUNGLE,106,10950,15,4,9,3,191,12,MIDDLE,950,10125,15,4,7,3,175,24,BOTTOM,50,13750,14,8,8,5,216,11,SUPPORT,16,7660,12,1,7,11,30,73,7,1,2,0,0,1,TOP,78,7250,16,1,2,1,173,27,JUNGLE,72,13350,18,10,3,18,156,32,MIDDLE,910,12150,17,7,4,11,255,36,BOTTOM,804,15325,15,17,7,6,225,19,SUPPORT,117,7810,15,0,4,25,33,58
1895,0,6,1,0,3,1,0,TOP,150,13958,19,12,7,6,209,18,JUNGLE,30,18700,18,25,12,9,161,22,MIDDLE,105,12950,16,7,8,10,188,25,BOTTOM,67,14700,14,14,9,10,203,26,SUPPORT,902,9125,14,2,9,26,25,79,8,1,4,0,0,0,TOP,17,8875,16,2,13,3,211,42,JUNGLE,234,14950,17,12,12,11,136,25,MIDDLE,90,16200,18,16,11,11,244,19,BOTTOM,901,12750,16,7,12,6,252,19,SUPPORT,35,11600,15,8,12,11,57,44
1556,1,9,1,1,2,0,1,TOP,48,12233,17,6,2,7,216,12,JUNGLE,64,10175,16,8,4,13,139,27,MIDDLE,131,10125,15,4,4,11,188,23,BOTTOM,29,10750,14,5,4,13,178,5,SUPPORT,555,10230,13,10,4,11,60,89,2,0,3,0,1,0,TOP,84,9350,15,5,8,2,170,19,JUNGLE,950,10400,14,4,8,4,141,20,MIDDLE,3,8960,14,2,6,7,191,22,BOTTOM,202,12050,13,7,6,3,195,12,SUPPORT,412,6430,12,0,5,7,51,75
2076,1,11,2,3,0,0,0,TOP,51,13010,19,9,9,4,218,24,JUNGLE,11,12550,17,4,5,6,217,48,MIDDLE,90,17300,18,12,8,9,293,38,BOTTOM,45,17000,18,12,11,8,252,41,SUPPORT,143,12030,16,6,7,17,84,93,5,1,2,3,0,1,TOP,420,12160,19,5,7,5,173,17,JUNGLE,56,17825,18,11,6,7,268,51,MIDDLE,161,11100,17,4,10,9,169,15,BOTTOM,202,17400,16,15,10,12,177,12,SUPPORT,12,10650,17,5,10,15,114,72
1789,1,9,2,1,3,0,1,TOP,122,13100,18,18,7,4,217,29,JUNGLE,876,14300,17,6,7,18,198,18,MIDDLE,777,11925,17,6,7,6,243,23,BOTTOM,498,16525,16,16,8,12,255,18,SUPPORT,12,8760,14,2,8,29,23,82,3,0,3,0,0,0,TOP,114,14135,17,9,9,2,225,29,JUNGLE,59,16205,16,15,8,10,160,52,MIDDLE,127,11300,17,5,5,14,246,19,BOTTOM,110,14550,15,7,14,11,219,14,SUPPORT,111,7455,13,1,12,19,38,64
1770,0,6,0,0,0,0,0,TOP,420,14650,19,8,9,1,273,18,JUNGLE,5,9725,15,3,5,3,168,20,MIDDLE,45,10100,16,4,9,0,191,19,BOTTOM,523,11110,13,6,7,3,200,17,SUPPORT,35,9320,13,5,7,8,43,71,9,2,4,3,1,1,TOP,82,10700,17,3,6,2,208,20,JUNGLE,120,11900,18,6,2,8,202,21,MIDDLE,105,15025,18,16,4,8,185,16,BOTTOM,901,14800,17,10,8,7,239,33,SUPPORT,89,8530,14,2,6,11,48,81
1393,1,11,2,3,3,1,1,TOP,74,8275,16,3,5,6,172,20,JUNGLE,19,12225,15,10,3,14,129,13,MIDDLE,5,11460,15,14,5,7,165,11,BOTTOM,145,16250,14,14,2,5,202,15,SUPPORT,111,6835,12,0,3,16,21,42,0,0,0,0,0,0,TOP,122,8325,15,5,5,5,144,20,JUNGLE,131,6800,13,1,11,8,126,19,MIDDLE,55,7225,13,3,9,3,119,9,BOTTOM,901,10500,13,6,6,7,174,19,SUPPORT,412,6545,11,3,10,9,30,34
2457,0,2,0,2,0,0,0,TOP,41,18075,20,12,10,5,331,40,JUNGLE,421,14175,17,4,15,8,203,21,MIDDLE,101,13900,18,7,11,9,245,22,BOTTOM,63,16100,17,6,6,6,276,43,SUPPORT,902,8600,16,0,5,13,62,126,11,2,4,3,1,2,TOP,31,17460,20,17,8,9,253,28,JUNGLE,60,17875,18,9,9,15,235,55,MIDDLE,950,14150,18,11,5,9,287,24,BOTTOM,51,15250,18,7,6,11,265,30,SUPPORT,89,10985,16,3,1,17,42,167
1976,0,4,0,1,3,1,0,TOP,54,10435,16,7,12,6,145,26,JUNGLE,62,12850,17,9,10,10,153,26,MIDDLE,238,12625,16,5,6,6,199,28,BOTTOM,145,13900,15,8,10,6,220,19,SUPPORT,99,10875,14,7,11,9,93,102,7,1,4,0,0,1,TOP,150,11300,18,4,13,17,160,34,JUNGLE,104,18250,18,15,4,12,321,17,MIDDLE,166,12250,17,8,6,14,225,23,BOTTOM,901,16950,18,17,7,16,243,9,SUPPORT,412,10120,15,5,6,23,42,95
1423,0,2,0,1,3,1,0,TOP,58,7525,14,1,4,0,178,9,JUNGLE,24,8350,12,2,4,2,101,21,MIDDLE,84,9550,14,3,3,0,211,18,BOTTOM,222,8950,11,3,7,2,178,11,SUPPORT,902,6170,10,0,6,6,35,57,8,1,3,0,0,0,TOP,17,9800,16,4,2,4,233,24,JUNGLE,102,11058,15,7,1,13,186,21,MIDDLE,3,7000,13,3,2,8,136,27,BOTTOM,202,10450,12,6,2,7,190,17,SUPPORT,235,7280,12,4,2,15,24,53
1936,1,8,2,4,0,1,1,TOP,84,14560,18,16,6,3,203,21,JUNGLE,32,10450,16,3,6,7,140,26,MIDDLE,103,10700,17,8,8,11,194,31,BOTTOM,51,15325,16,9,4,13,236,20,SUPPORT,25,10705,15,5,5,20,61,69,3,0,0,3,0,0,TOP,39,13900,18,7,8,7,264,33,JUNGLE,950,14562,16,10,8,10,145,23,MIDDLE,45,14300,18,9,5,8,245,12,BOTTOM,22,9985,15,3,7,7,185,24,SUPPORT,147,7600,14,0,13,16,48,33
1964,0,7,1,2,3,1,0,TOP,82,13630,19,9,6,2,209,10,JUNGLE,234,15250,18,13,4,5,211,21,MIDDLE,238,11750,17,8,8,6,222,28,BOTTOM,202,11950,14,3,7,4,225,25,SUPPORT,80,10850,13,5,10,7,68,58,7,1,3,0,0,1,TOP,67,17410,20,17,5,4,231,24,JUNGLE,120,14550,18,15,10,5,210,19,MIDDLE,8,7550,15,1,10,5,118,30,BOTTOM,221,10850,16,1,9,5,267,35,SUPPORT,902,8735,17,0,4,25,37,62
946,1,1,0,1,2,0,0,TOP,62,5983,12,3,4,1,120,8,JUNGLE,133,7675,11,6,1,4,96,17,MIDDLE,143,4550,11,3,3,1,119,8,BOTTOM,80,6980,11,5,3,5,123,4,SUPPORT,517,6740,9,9,1,9,18,17,0,0,0,1,0,0,TOP,36,4500,11,1,4,1,110,5,JUNGLE,203,5833,9,3,6,2,80,6,MIDDLE,96,5800,11,2,3,2,145,7,BOTTOM,63,4050,8,1,10,1,74,8,SUPPORT,35,4000,8,5,3,1,17,20
1725,0,4,0,1,3,0,0,TOP,98,10625,17,5,5,7,211,20,JUNGLE,64,12275,15,7,5,8,145,29,MIDDLE,90,11650,16,8,6,3,215,12,BOTTOM,429,14050,16,3,5,1,250,21,SUPPORT,147,6355,12,0,4,10,34,54,8,1,3,0,1,1,TOP,238,10650,17,3,7,2,238,30,JUNGLE,234,12925,17,12,2,3,191,18,MIDDLE,112,13700,17,8,5,8,226,20,BOTTOM,222,13250,14,1,6,6,237,22,SUPPORT,43,7500,13,1,3,6,35,80
1740,1,10,2,1,0,1,1,TOP,83,8800,17,3,5,12,186,16,JUNGLE,950,12500,17,7,5,13,191,35,MIDDLE,55,12025,17,10,4,9,228,16,BOTTOM,429,14975,17,11,6,13,286,20,SUPPORT,60,8940,12,4,9,13,44,84,2,0,3,3,0,0,TOP,777,9350,16,2,9,6,220,27,JUNGLE,200,14450,17,8,5,7,204,29,MIDDLE,7,12650,15,12,6,6,190,25,BOTTOM,81,11233,15,4,4,4,254,23,SUPPORT,89,7805,12,3,11,10,25,79
1520,1,10,2,2,0,0,0,TOP,86,11233,16,7,2,6,185,21,JUNGLE,32,8750,14,5,3,19,129,25,MIDDLE,8,9375,16,12,1,4,219,13,BOTTOM,202,12380,14,14,6,7,196,9,SUPPORT,267,7825,13,3,3,25,31,76,2,0,1,3,0,0,TOP,58,7750,14,2,9,1,149,12,JUNGLE,59,8900,13,2,5,8,125,27,MIDDLE,157,7950,14,0,10,6,192,18,BOTTOM,221,11850,13,5,9,7,185,12,SUPPORT,147,8385,11,6,8,3,50,61
1773,0,3,0,2,3,1,0,TOP,92,14700,17,4,6,0,289,21,JUNGLE,427,9850,14,2,4,8,153,38,MIDDLE,910,9575,15,5,5,2,217,27,BOTTOM,42,10333,14,2,8,3,235,8,SUPPORT,267,7025,11,2,5,8,25,82,8,1,3,0,0,1,TOP,516,9750,17,0,3,10,242,11,JUNGLE,62,12383,17,10,2,10,205,28,MIDDLE,103,11750,17,8,6,7,217,23,BOTTOM,804,15450,16,9,1,11,285,20,SUPPORT,40,7480,13,1,3,19,40,94
1340,0,2,0,0,3,0,0,TOP,86,9550,15,5,6,0,191,24,JUNGLE,5,8050,12,2,4,2,133,17,MIDDLE,157,7650,13,1,6,0,170,11,BOTTOM,81,8458,11,1,7,4,182,11,SUPPORT,25,6575,11,4,8,3,44,30,3,0,3,0,1,1,TOP,904,6600,15,2,5,7,157,21,JUNGLE,24,7983,15,5,0,7,141,25,MIDDLE,800,9950,15,15,2,2,214,30,BOTTOM,202,10225,14,7,1,5,192,10,SUPPORT,412,5090,11,2,5,14,28,43
2402,0,10,3,1,3,0,1,TOP,10,16700,20,8,7,13,280,14,JUNGLE,107,31508,18,15,17,7,225,23,MIDDLE,103,14360,18,7,11,9,190,23,BOTTOM,901,15725,18,6,12,15,215,26,SUPPORT,526,13625,18,9,13,22,48,129,12,4,5,0,1,1,TOP,8,13900,20,3,9,2,308,34,JUNGLE,32,13150,18,6,9,27,123,12,MIDDLE,800,21175,18,21,8,14,319,44,BOTTOM,360,25580,18,25,10,12,287,39,SUPPORT,78,13940,18,4,9,25,75,141
1970,1,10,1,1,1,1,1,TOP,83,15308,20,8,5,9,342,29,JUNGLE,24,11433,17,5,7,11,193,34,MIDDLE,127,12275,17,8,6,14,201,34,BOTTOM,22,18225,17,12,6,10,259,16,SUPPORT,412,8650,16,0,5,23,51,83,6,0,3,2,0,1,TOP,14,13900,19,3,9,14,265,22,JUNGLE,77,15258,18,11,5,7,189,31,MIDDLE,517,11950,16,9,7,6,206,18,BOTTOM,901,11150,15,2,5,14,190,14,SUPPORT,98,8450,14,3,8,13,24,83
1703,1,11,3,3,2,0,0,TOP,10,12800,18,7,7,6,254,33,JUNGLE,141,13650,16,10,7,7,164,24,MIDDLE,142,11200,16,8,7,10,181,14,BOTTOM,235,14275,16,8,2,15,229,23,SUPPORT,517,10230,14,9,5,12,47,65,0,0,0,1,0,0,TOP,516,8800,16,4,7,6,175,14,JUNGLE,143,10050,15,4,7,7,148,45,MIDDLE,7,12925,15,14,9,2,174,30,BOTTOM,51,10650,14,1,10,3,231,19,SUPPORT,147,8030,14,5,9,4,92,81
1486,1,9,1,4,0,1,1,TOP,75,11200,17,3,2,5,232,22,JUNGLE,5,10550,16,7,1,10,149,22,MIDDLE,84,11750,15,15,5,2,168,25,BOTTOM,119,12650,13,7,2,4,203,14,SUPPORT,497,7585,12,0,4,16,50,80,0,0,0,3,0,0,TOP,126,8400,15,0,6,5,211,15,JUNGLE,133,10950,14,7,6,6,141,9,MIDDLE,90,8550,13,4,10,3,167,15,BOTTOM,202,9450,12,2,5,5,196,12,SUPPORT,235,7240,12,1,5,9,57,87
1785,1,9,2,2,0,1,1,TOP,110,11500,16,8,10,4,166,25,JUNGLE,141,12000,16,7,3,14,165,27,MIDDLE,127,9350,16,4,3,5,212,25,BOTTOM,50,13650,17,14,4,9,241,15,SUPPORT,12,7080,14,1,2,20,22,85,2,0,2,3,0,0,TOP,58,13450,18,12,8,1,222,21,JUNGLE,517,9850,14,2,6,8,130,21,MIDDLE,893,9010,15,4,5,3,185,24,BOTTOM,202,8375,13,2,6,2,180,18,SUPPORT,99,7915,12,2,10,3,65,69
2652,1,10,2,1,3,0,2,TOP,39,21720,20,11,10,12,389,27,JUNGLE,28,19125,18,27,4,10,206,20,MIDDLE,105,16935,18,9,12,4,236,69,BOTTOM,901,19675,18,5,12,18,327,32,SUPPORT,267,10855,18,1,9,29,60,124,7,0,5,0,1,1,TOP,75,17733,20,7,10,7,328,46,JUNGLE,102,18633,18,14,9,12,259,41,MIDDLE,163,15575,18,5,13,11,310,40,BOTTOM,67,17900,18,12,15,9,272,50,SUPPORT,99,16185,18,9,6,24,120,137
1640,0,2,0,1,3,0,0,TOP,777,8750,15,3,7,2,155,10,JUNGLE,131,9725,13,3,9,8,136,23,MIDDLE,157,9150,13,3,10,3,162,18,BOTTOM,360,10450,12,6,6,2,152,23,SUPPORT,89,7400,12,2,4,7,29,33,8,1,3,0,1,1,TOP,122,11050,17,8,3,6,189,19,JUNGLE,56,10825,15,5,5,16,149,26,MIDDLE,31,13300,17,14,1,6,218,17,BOTTOM,81,10433,15,4,5,10,180,15,SUPPORT,147,8375,13,5,3,12,65,79
2111,1,11,1,2,3,1,0,TOP,157,9700,19,2,13,9,230,27,JUNGLE,233,21100,18,31,13,7,150,34,MIDDLE,63,14550,18,9,7,11,218,12,BOTTOM,110,16125,17,12,13,14,236,21,SUPPORT,53,10820,17,7,8,23,18,52,6,0,2,0,0,2,TOP,420,17800,20,9,8,11,294,30,JUNGLE,5,18460,18,14,10,11,218,25,MIDDLE,74,13050,17,7,15,14,193,27,BOTTOM,15,15625,17,9,16,13,213,25,SUPPORT,99,13575,18,15,12,13,100,107
1824,1,7,1,2,0,1,1,TOP,14,13660,19,5,4,12,236,16,JUNGLE,104,20800,18,22,6,7,211,20,MIDDLE,38,12200,17,5,7,7,195,23,BOTTOM,55,11275,14,11,11,12,131,23,SUPPORT,201,9100,15,2,8,32,17,46,4,0,2,3,0,0,TOP,2,10250,17,2,9,2,235,25,JUNGLE,266,12450,16,9,8,7,172,24,MIDDLE,8,14000,17,13,6,6,244,12,BOTTOM,22,13200,14,8,11,14,174,34,SUPPORT,89,9530,13,4,11,12,44,89
1179,0,0,0,0,1,0,0,TOP,157,6525,14,1,2,1,187,18,JUNGLE,80,6850,12,1,2,3,113,14,MIDDLE,81,5975,12,2,7,0,126,7,BOTTOM,804,5750,11,1,8,1,134,8,SUPPORT,267,4750,9,1,3,3,30,31,7,1,3,2,1,0,TOP,82,7250,14,3,1,0,142,13,JUNGLE,102,6883,13,3,0,5,118,13,MIDDLE,90,7025,14,5,2,2,195,12,BOTTOM,67,9900,11,10,3,2,154,12,SUPPORT,143,5865,10,1,0,10,45,68
1875,1,10,2,2,3,1,1,TOP,36,10600,18,1,5,7,203,27,JUNGLE,234,14800,17,13,5,2,187,29,MIDDLE,127,11500,16,7,5,11,198,29,BOTTOM,145,7825,13,0,8,7,130,16,SUPPORT,17,7955,14,4,3,11,44,60,3,0,3,0,0,0,TOP,98,8300,17,2,4,3,147,14,JUNGLE,32,9850,15,6,5,10,136,29,MIDDLE,238,10800,15,8,4,3,149,5,BOTTOM,221,12500,14,6,7,9,197,29,SUPPORT,99,9275,13,4,5,11,72,58
2122,1,10,2,4,3,0,0,TOP,164,15233,19,10,5,11,241,39,JUNGLE,254,10700,16,7,5,9,111,34,MIDDLE,950,14775,17,16,8,8,205,26,BOTTOM,901,14850,17,6,9,17,287,23,SUPPORT,432,12305,17,7,5,22,45,91,3,0,1,0,0,0,TOP,150,10058,18,1,11,8,191,24,JUNGLE,133,12400,17,5,11,4,219,12,MIDDLE,5,13850,17,6,9,7,183,10,BOTTOM,360,20850,17,20,9,5,254,14,SUPPORT,111,10465,15,0,7,26,40,93
1462,0,3,0,0,3,0,0,TOP,83,9175,15,2,5,2,208,18,JUNGLE,21,9000,13,1,5,8,121,19,MIDDLE,950,10250,13,10,9,1,143,10,BOTTOM,222,8950,14,6,5,5,181,10,SUPPORT,235,5500,9,2,9,9,12,31,5,0,2,0,1,0,TOP,875,6900,15,2,2,4,176,27,JUNGLE,35,10100,14,10,5,6,127,24,MIDDLE,45,9250,13,4,5,4,161,9,BOTTOM,202,13100,15,9,6,8,197,7,SUPPORT,147,9315,12,8,3,14,55,69
1442,1,11,2,3,0,1,1,TOP,74,9685,16,1,1,2,184,12,JUNGLE,35,10000,15,5,2,5,138,31,MIDDLE,99,9785,15,5,4,6,174,17,BOTTOM,145,11900,14,14,8,8,168,13,SUPPORT,50,10750,15,12,2,18,75,36,2,0,0,3,0,0,TOP,12,8250,13,5,9,2,111,16,JUNGLE,59,10125,15,4,3,5,176,22,MIDDLE,45,8050,15,3,6,3,194,10,BOTTOM,29,9425,12,5,10,5,138,14,SUPPORT,235,7025,12,0,9,11,41,19
1848,1,11,2,4,3,1,2,TOP,36,10950,18,5,11,4,252,13,JUNGLE,102,14383,18,9,4,5,196,21,MIDDLE,134,17875,18,19,4,4,275,12,BOTTOM,147,12100,17,5,9,6,229,21,SUPPORT,89,8355,14,2,7,17,42,124,4,0,0,0,0,0,TOP,54,10200,17,5,6,6,212,12,JUNGLE,143,11725,16,3,8,10,220,33,MIDDLE,7,9900,15,3,9,4,200,13,BOTTOM,18,19380,17,14,10,4,258,35,SUPPORT,555,11410,15,10,7,12,46,106
2354,1,12,4,4,0,1,1,TOP,41,17580,20,15,11,8,208,36,JUNGLE,141,14275,18,10,10,14,197,48,MIDDLE,91,15100,18,14,13,10,198,35,BOTTOM,901,20400,18,18,6,13,376,22,SUPPORT,53,10005,17,3,6,23,35,121,4,0,1,3,0,1,TOP,164,15583,20,14,10,14,234,38,JUNGLE,102,17908,18,13,5,12,237,41,MIDDLE,134,17815,18,11,10,10,230,42,BOTTOM,51,16200,17,5,17,11,235,24,SUPPORT,142,10875,15,3,18,12,74,83
2126,0,3,0,2,0,0,0,TOP,122,14400,18,10,8,4,240,35,JUNGLE,33,12300,16,2,9,8,175,19,MIDDLE,4,13250,14,9,12,3,152,22,BOTTOM,222,12900,15,5,8,7,231,12,SUPPORT,902,9155,14,0,6,13,40,109,9,2,3,3,0,1,TOP,79,10900,19,3,7,11,178,28,JUNGLE,950,16475,18,10,8,14,220,45,MIDDLE,136,16950,18,18,1,14,281,26,BOTTOM,21,17450,17,11,5,6,275,42,SUPPORT,201,9550,15,1,5,22,49,120
2513,0,2,0,2,2,0,0,TOP,122,12600,20,1,12,6,293,30,JUNGLE,234,17250,18,9,8,4,276,34,MIDDLE,103,15350,18,8,13,9,270,35,BOTTOM,901,20075,18,8,9,15,365,13,SUPPORT,147,11390,17,5,7,11,104,129,13,5,4,1,1,2,TOP,86,17375,20,11,3,7,263,35,JUNGLE,56,22350,18,21,8,6,231,26,MIDDLE,45,17825,18,13,6,10,310,19,BOTTOM,222,13850,17,3,9,8,234,33,SUPPORT,40,9570,17,1,5,16,31,138
2335,0,6,0,3,3,1,1,TOP,27,16360,20,5,6,10,293,42,JUNGLE,19,13475,17,5,10,10,171,33,MIDDLE,84,12900,18,9,7,6,216,25,BOTTOM,360,18900,17,12,10,2,276,33,SUPPORT,89,11360,15,1,6,18,70,107,8,1,2,0,0,0,TOP,31,14350,19,4,6,9,265,26,JUNGLE,24,14425,18,5,13,12,215,48,MIDDLE,103,15250,18,13,5,10,261,35,BOTTOM,21,17000,17,11,5,9,275,19,SUPPORT,25,12440,18,5,3,19,79,66
1495,1,8,1,1,3,1,1,TOP,24,6958,16,2,4,4,113,14,JUNGLE,17,8800,14,2,4,6,158,28,MIDDLE,105,11800,16,12,1,6,178,19,BOTTOM,21,11975,15,15,3,8,166,32,SUPPORT,147,7850,13,6,3,17,34,55,1,0,2,0,0,0,TOP,68,7875,15,4,3,2,172,35,JUNGLE,11,8300,13,4,8,2,126,16,MIDDLE,4,8400,13,3,9,1,146,8,BOTTOM,51,9875,12,4,7,2,165,9,SUPPORT,89,6200,12,0,10,6,49,42
1768,0,2,0,1,0,0,0,TOP,122,12500,17,5,6,1,246,32,JUNGLE,876,12000,16,6,10,5,189,38,MIDDLE,105,9475,14,6,6,1,151,20,BOTTOM,51,12080,14,3,8,6,233,26,SUPPORT,888,7205,12,0,8,9,34,91,8,2,3,3,0,1,TOP,80,9225,16,2,3,6,177,33,JUNGLE,233,14300,16,15,5,4,144,40,MIDDLE,127,14425,18,13,4,7,226,24,BOTTOM,804,12650,15,8,5,8,240,18,SUPPORT,111,7310,13,0,3,11,39,80
1618,1,9,2,3,3,1,1,TOP,238,12287,18,7,1,2,214,31,JUNGLE,33,9550,15,4,1,8,147,28,MIDDLE,711,6650,15,1,2,4,174,14,BOTTOM,67,13950,15,19,7,6,143,18,SUPPORT,147,9165,14,7,4,21,19,57,1,0,1,0,0,0,TOP,58,7200,15,0,4,1,206,22,JUNGLE,82,8000,13,2,6,4,123,20,MIDDLE,8,9600,15,4,2,0,215,18,BOTTOM,51,9350,13,5,14,3,144,8,SUPPORT,235,9000,13,4,12,8,31,25
2026,1,7,1,1,3,0,2,TOP,75,12150,20,7,5,21,229,28,JUNGLE,98,13950,18,7,11,22,140,21,MIDDLE,136,17475,18,19,12,14,252,27,BOTTOM,901,13675,18,6,13,20,223,21,SUPPORT,235,10300,18,2,12,25,56,44,9,2,4,0,1,0,TOP,114,13583,18,6,11,13,192,12,JUNGLE,25,13575,18,4,8,14,213,31,MIDDLE,55,17500,17,23,8,5,226,23,BOTTOM,360,18925,16,18,6,10,235,20,SUPPORT,111,10215,14,2,8,27,23,87
1536,0,4,0,1,0,0,0,TOP,516,8150,15,2,6,8,143,19,JUNGLE,59,10425,12,11,6,5,100,22,MIDDLE,157,9095,15,2,4,2,247,14,BOTTOM,115,11650,12,8,7,9,148,6,SUPPORT,89,7040,11,4,7,9,35,72,7,1,2,3,1,1,TOP,223,9300,16,9,4,9,149,13,JUNGLE,104,12225,16,10,4,9,211,20,MIDDLE,517,11400,16,7,2,4,217,17,BOTTOM,222,10850,13,3,12,14,144,6,SUPPORT,902,8120,12,1,5,21,41,55
2858,0,8,1,2,2,1,1,TOP,23,18150,20,12,14,3,393,30,JUNGLE,104,18725,18,6,11,7,267,54,MIDDLE,8,16955,18,8,14,9,280,45,BOTTOM,222,21250,18,9,10,6,347,23,SUPPORT,43,11900,18,0,9,12,93,162,11,4,5,1,0,2,TOP,17,21150,20,15,8,10,262,43,JUNGLE,876,18400,18,7,6,18,265,31,MIDDLE,7,22050,18,24,9,15,230,31,BOTTOM,901,21150,18,11,6,22,309,38,SUPPORT,16,11385,18,1,6,35,66,170
1548,0,2,0,0,0,0,0,TOP,36,10150,16,3,6,5,206,22,JUNGLE,59,8400,13,2,10,3,123,13,MIDDLE,103,10750,14,9,11,3,152,19,BOTTOM,804,11950,12,6,14,3,156,6,SUPPORT,267,7480,13,2,15,8,23,40,11,3,4,3,0,1,TOP,17,10850,16,5,4,6,167,24,JUNGLE,64,11850,16,9,2,14,144,27,MIDDLE,4,13650,16,15,2,14,189,16,BOTTOM,119,14550,15,23,6,8,168,20,SUPPORT,555,8660,13,4,8,28,21,56
1893,1,3,0,1,0,0,0,TOP,711,9375,16,5,12,6,173,34,JUNGLE,32,11050,16,5,6,15,186,8,MIDDLE,105,12150,16,9,8,3,180,20,BOTTOM,29,15750,16,16,9,9,198,20,SUPPORT,12,8315,13,3,7,18,33,82,7,0,3,3,1,1,TOP,777,12925,19,10,7,6,208,34,JUNGLE,238,16000,18,8,5,9,216,22,MIDDLE,4,16100,17,17,6,10,191,23,BOTTOM,67,9400,12,3,10,9,131,20,SUPPORT,78,9870,15,4,10,18,64,55
1578,1,8,1,1,3,1,0,TOP,54,9175,16,5,5,12,171,24,JUNGLE,133,12650,15,14,2,4,153,12,MIDDLE,157,11825,16,6,2,8,245,29,BOTTOM,51,9960,14,4,3,6,212,12,SUPPORT,57,6800,12,1,7,11,33,31,1,0,2,0,0,0,TOP,58,8400,14,2,12,4,188,18,JUNGLE,104,11425,14,6,8,1,152,12,MIDDLE,92,8800,14,3,5,1,204,15,BOTTOM,63,10400,14,5,1,7,181,9,SUPPORT,910,7790,12,3,4,8,62,66
1962,1,10,2,4,3,1,0,TOP,92,15550,20,15,3,5,257,23,JUNGLE,28,15250,18,18,6,9,142,19,MIDDLE,142,9950,16,5,10,16,157,23,BOTTOM,901,15300,17,11,8,10,239,21,SUPPORT,50,9195,14,2,14,20,42,93,2,0,0,0,0,0,TOP,516,9300,17,0,9,11,181,22,JUNGLE,104,15700,16,12,11,11,170,34,MIDDLE,893,13100,17,15,8,4,189,18,BOTTOM,202,11850,14,8,11,10,155,20,SUPPORT,161,9625,14,6,12,14,61,48
1387,0,1,0,1,0,0,0,TOP,75,6183,12,0,11,1,121,4,JUNGLE,56,7750,13,1,7,8,124,22,MIDDLE,166,13350,14,17,6,2,132,13,BOTTOM,901,9460,12,6,8,10,142,16,SUPPORT,16,5640,10,0,9,13,20,56,9,1,2,3,0,0,TOP,54,9350,17,13,3,9,174,9,JUNGLE,5,7800,14,7,4,13,107,12,MIDDLE,55,11305,14,10,4,1,115,15,BOTTOM,498,6850,13,5,4,10,139,14,SUPPORT,40,7325,11,6,9,18,26,74
